,13.1.3,13.1.2,8.8.2,17.9.1,13.1.1,6.1.1,3.b.1,11.6.2,10.4.1,6.5.1,1.a.2,4.2.2,7.1.1,7.3.1,3.9.3,7.1.2,17.8.1,11.5.1,4.5.1,6.2.1,11.5.2,12.4.2,4.3.1,7.2.1,2.a.1,6.4.2,6.6.1,3.8.1,10.5.1,6.4.1,10.7.3,11.1.1,14.b.1,2.c.1,14.1.1,12.c.1,11.b.1,2.2.2,9.5.2,3.4.1,15.5.1,8.3.1,1.5.4,8.1.1,3.6.1,16.6.1,11.b.2,2.2.1,9.5.1,1.3.1,12.a.1,7.a.1,17.17.1,3.4.2,1.5.3,14.7.1,17.13.1,3.2.1,1.5.2,9.1.2,15.1.1,16.2.2,3.2.2,17.4.1,1.5.1,3.3.5,2.1.2,15.6.1,17.3.1,9.4.1,7.b.1,2.1.1,17.1.1,8.2.1,17.3.2,10.c.1,3.3.3,1.4.1,3.3.2,16.3.2,3.3.1,15.2.1
16.2.2,-0.915065058,-0.782917175,-0.932976318,0.092904634,-0.507390203,0.966109152,0.973346101,0.925434729,0.8480527,-0.969495461,0.884729123,-0.891603279,0.91782593,-0.888263359,0.969495461,-0.955966425,-0.964206612,-0.507390203,0.179662977,0.940232284,-0.541566498,0.152459845,0.94276339,0.910268058,0.960725174,-0.931643026,0.983316506,-0.969495461,0.757453613,0.974345208,-0.651476307,0.981448161,-0.969495461,0.384637504,0.899510793,-0.970943929,-0.782917175,-0.872623522,0.749344905,-0.938374814,0.977061804,0.501631301,-0.915065058,0.045852631,0.969495461,-0.366437613,-0.915065058,-0.552601103,0.907808707,-0.943778902,-0.971500148,0.603286985,-0.720455854,-0.969495461,-0.782917175,0.970844497,-0.859675847,0.97415767,-0.418492568,0.99084803,0.96949556,1,-0.969834511,0.13868452,-0.507390203,-0.796699325,0.969072474,-0.837904084,0.844448977,0.974373507,-0.971500148,-0.947233848,0.773836968,-0.068536779,-0.885462319,-0.63617192,-0.841704407,-0.926650039,0.656880215,-0.969495461,0.934834893,-0.963177989
3.2.2,0.920979336,0.773459655,0.986945781,-0.059456762,0.613431812,-0.96872532,-0.974653263,-0.960003039,-0.833463383,0.99959331,-0.860682105,0.950100816,-0.945894633,0.830769378,-0.99959331,0.996385699,0.999226674,0.613431812,-0.215518277,-0.937255569,0.684688314,-0.216826912,-0.966530691,-0.86501528,-0.940184343,0.933041689,-0.989568126,0.99959331,-0.663454637,-0.998502962,0.489875566,-0.979822907,0.99959331,-0.467661114,-0.857547671,0.997102923,0.773459655,0.939023456,-0.838317968,0.988189576,-0.997248621,-0.447099704,0.920979336,0.015928272,-0.99959331,0.46062677,0.920979336,0.678286887,-0.858581204,0.989921907,0.963443865,-0.59994694,0.778109507,0.99959331,0.773459655,-0.996930455,0.900427083,-0.997735459,0.534417239,-0.969499722,-0.999593365,-0.969834511,1,-0.121431874,0.613431812,0.905047367,-0.988566555,0.909411859,-0.886766724,-0.950494134,0.963443865,0.986625671,-0.810311641,0.060722241,0.954453251,0.662869244,0.908047634,0.972159829,-0.556181312,0.99959331,-0.963312906,0.963760695
17.4.1,-0.133160463,-0.112325429,-0.055242638,-0.298237289,-0.128207065,0.148899161,0.102525917,0.355647931,0.395509712,-0.116263965,0.34488126,-0.274575194,-0.027756195,-0.059836359,0.116263965,-0.163970748,-0.104086764,-0.128207065,-0.690148999,0.318082731,-0.26570011,-0.211919681,0.310790929,0.195222087,0.103368738,-0.093204586,0.127234784,-0.116263965,0.065287297,0.117268439,-0.16554759,0.04502763,-0.116263965,0.094517716,0.523854369,-0.107026599,-0.112325429,-0.115321809,-0.194344535,-0.129713027,0.086429715,0.010704501,-0.133160463,-0.072141902,0.116263965,0.11319269,-0.133160463,0.05751511,0.111358877,-0.133259365,-0.129830921,-0.486565071,-0.206584775,-0.116263965,-0.112325429,0.151741954,-0.078033122,0.110277441,-0.305079096,0.161796805,0.116264684,0.13868452,-0.121431874,1,-0.128207065,-0.089127726,0.108883496,-0.014124904,0.1554574,0.145001153,-0.129830921,-0.191175053,0.036443964,0.698206864,-0.11435882,0.089224796,-0.145198642,-0.11382178,0.061999347,-0.116263965,0.219570742,-0.207480103
1.5.1,0.721151947,0.095110448,0.604615575,-0.011746878,1,-0.532813626,-0.599903331,-0.599608614,-0.525010736,0.612724107,-0.562699654,0.608199719,-0.576942344,0.487322187,-0.612724107,0.613892326,0.611411727,1,-0.120794435,-0.614385312,0.900184418,-0.088495136,-0.597777598,-0.545497502,-0.588052163,0.583708626,-0.536925714,0.612724107,0.05819394,-0.612374456,0.070979345,-0.591947819,0.612724107,-0.245485653,-0.460991482,0.608596482,0.095110448,0.67052763,-0.503068511,0.648282366,-0.60710921,-0.262790887,0.721151947,0.028594705,-0.612724107,0.940687859,0.721151947,0.789351059,-0.512380183,0.652446893,0.595614795,-0.277898194,0.875393934,0.612724107,0.095110448,-0.615900446,0.852030369,-0.612776021,0.949031336,-0.596586041,-0.612723653,-0.507390203,0.613431812,-0.128207065,1,0.558642172,-0.601813237,0.648903848,-0.551832487,-0.587815921,0.595614795,0.615121707,-0.52632805,0.020158048,0.69051399,0.385801033,0.536443413,0.598454415,-0.323862163,0.612724107,-0.601204281,0.60574189
3.3.5,0.745700472,0.803814765,0.92613914,0.181610345,0.558642172,-0.822332041,-0.821756645,-0.865965903,-0.619893574,0.900586735,-0.649629253,0.9162109,-0.873772374,0.62987204,-0.900586735,0.919642141,0.9160191,0.558642172,-0.258740773,-0.765895708,0.770237025,-0.263510163,-0.867929564,-0.602246388,-0.756838282,0.769070701,-0.870731386,0.900586735,-0.569674116,-0.88392223,0.245519819,-0.828046513,0.900586735,-0.657622644,-0.665921849,0.905695632,0.803814765,0.927798504,-0.888931933,0.92846961,-0.878602433,-0.155911201,0.745700472,-0.033438204,-0.900586735,0.359435913,0.745700472,0.665139725,-0.5867279,0.917304599,0.837158168,-0.461319328,0.693723137,0.900586735,0.803814765,-0.883668327,0.76568009,-0.885210616,0.552278024,-0.792523255,-0.900587531,-0.796699325,0.905047367,-0.089127726,0.558642172,1,-0.854515806,0.83514985,-0.871426059,-0.745815232,0.837158168,0.925948716,-0.735051916,-0.006434804,0.919183293,0.478299853,0.932386374,0.869432414,-0.270492519,0.900586735,-0.852741857,0.809975879
2.1.2,-0.946071597,-0.710100301,-0.967407052,0.141721389,-0.601813237,0.975246316,0.961091038,0.94983529,0.862116538,-0.99091042,0.86500431,-0.926532083,0.93651631,-0.84270438,0.99091042,-0.983556266,-0.98598912,-0.601813237,0.18469139,0.928956046,-0.631094881,0.199999011,0.955844307,0.899879305,0.947026664,-0.939796106,0.977127567,-0.99091042,0.613354167,0.993299373,-0.52486366,0.980920191,-0.99091042,0.431413692,0.865127557,-0.978870117,-0.710100301,-0.914726046,0.803990098,-0.977141563,0.993396813,0.506455052,-0.946071597,-0.081838868,0.99091042,-0.468943574,-0.946071597,-0.71927737,0.891629539,-0.984028869,-0.934309173,0.609447003,-0.755592048,-0.99091042,-0.710100301,0.992439839,-0.892744801,0.987735437,-0.506122443,0.97074052,0.990909973,0.969072474,-0.988566555,0.108883496,-0.601813237,-0.854515806,1,-0.940343897,0.875838025,0.969193297,-0.934309173,-0.95342015,0.809613903,-0.085791631,-0.951802063,-0.752719402,-0.886613373,-0.983332929,0.552133227,-0.99091042,0.949705882,-0.979039485
15.6.1,0.913173048,0.538012537,0.901871542,-0.171594028,0.648903848,-0.902714673,-0.834443941,-0.869536632,-0.753720583,0.913962286,-0.700429277,0.837895164,-0.881958707,0.758986435,-0.913962286,0.911101159,0.914049501,0.648903848,-0.145474791,-0.796665934,0.669956692,-0.204218342,-0.877393372,-0.77395453,-0.824540147,0.839841998,-0.857467747,0.913962286,-0.374498605,-0.911858089,0.380898258,-0.89545428,0.913962286,-0.544365975,-0.721626596,0.891881329,0.538012537,0.909195964,-0.783566214,0.935774112,-0.916328044,-0.421596676,0.913173048,0.143192072,-0.913962286,0.534764947,0.913173048,0.883084665,-0.782981285,0.940902266,0.794100082,-0.505172368,0.7253697,0.913962286,0.538012537,-0.908600039,0.856564,-0.89719653,0.572031366,-0.849149618,-0.913961187,-0.837904084,0.909411859,-0.014124904,0.648903848,0.83514985,-0.940343897,1,-0.843719831,-0.861657899,0.794100082,0.848776653,-0.739140345,0.074449189,0.958332469,0.830087178,0.897103179,0.949108961,-0.364883935,0.913962286,-0.841084961,0.89940491
17.3.1,-0.885034787,-0.749466359,-0.844331043,-0.222398901,-0.551832487,0.808832463,0.783879421,0.841039002,0.603127185,-0.880515542,0.736886931,-0.887126194,0.951109047,-0.79801011,0.880515542,-0.884574455,-0.894988184,-0.551832487,0.089374357,0.723489178,-0.658679067,-0.118515506,0.881919578,0.756118834,0.88279378,-0.860405918,0.857031779,-0.880515542,0.532009767,0.872333399,-0.582133935,0.866177218,-0.880515542,0.608386966,0.76743116,-0.871151285,-0.749466359,-0.909410647,0.71010772,-0.931366473,0.875288233,0.045045418,-0.885034787,0.194566443,0.880515542,-0.353823004,-0.885034787,-0.699222467,0.591186359,-0.913412692,-0.859843602,0.384252568,-0.778428239,-0.880515542,-0.749466359,0.880060069,-0.780174124,0.859276315,-0.554244528,0.858852353,0.880515741,0.844448977,-0.886766724,0.1554574,-0.551832487,-0.871426059,0.875838025,-0.843719831,1,0.860027764,-0.859843602,-0.870280223,0.876855681,0.079262165,-0.939307642,-0.560023088,-0.8855358,-0.868263411,0.179666508,-0.880515542,0.768400754,-0.890284128
9.4.1,-0.960265476,-0.678919151,-0.907667704,0.167198935,-0.587815921,0.939528384,0.949064697,0.913570414,0.850979824,-0.951270151,0.928830662,-0.883849664,0.925556577,-0.889975745,0.951270151,-0.933414058,-0.943468746,-0.587815921,0.13047239,0.919108827,-0.5505912,0.04291076,0.93081167,0.96963527,0.989768363,-0.970168818,0.954914216,-0.951270151,0.629576724,0.960693916,-0.63742046,0.97310432,-0.951270151,0.287515171,0.901181773,-0.938069065,-0.678919151,-0.847864865,0.68321415,-0.929257357,0.96233931,0.501630262,-0.960265476,-0.003079911,0.951270151,-0.476298529,-0.960265476,-0.632789227,0.899949731,-0.932452662,-0.943924955,0.607343886,-0.784498845,-0.951270151,-0.678919151,0.963227332,-0.885801627,0.954662342,-0.476418096,0.982412043,0.951269613,0.974373507,-0.950494134,0.145001153,-0.587815921,-0.745815232,0.969193297,-0.861657899,0.860027764,1,-0.943924955,-0.914192168,0.849683494,-0.067846519,-0.889475712,-0.724498847,-0.786903306,-0.940292091,0.593490458,-0.951270151,0.904715035,-0.97187478
7.b.1,0.900498571,0.802464226,0.938367618,-0.010609006,0.595614795,-0.931006442,-0.970124168,-0.91706242,-0.764665179,0.957977327,-0.879445619,0.89323367,-0.935750784,0.888560578,-0.957977327,0.945342236,0.961690279,0.595614795,-0.191148399,-0.92355622,0.646386852,-0.087913808,-0.942797123,-0.87011333,-0.95283884,0.933686094,-0.965996866,0.957977327,-0.748634851,-0.959892549,0.579240817,-0.971172506,0.957977327,-0.401913748,-0.864969615,0.971059278,0.802464226,0.905503157,-0.748103133,0.942158349,-0.963462995,-0.37813612,0.900498571,-0.185237231,-0.957977327,0.447141336,0.900498571,0.535620028,-0.838248903,0.933145291,1,-0.566440175,0.817796279,0.957977327,0.802464226,-0.95566522,0.903588339,-0.964204363,0.524007759,-0.969516295,-0.957977878,-0.971500148,0.963443865,-0.129830921,0.595614795,0.837158168,-0.934309173,0.794100082,-0.859843602,-0.943924955,1,0.968057589,-0.804511612,0.009092842,0.885078422,0.525954251,0.84344345,0.900922186,-0.636269459,0.957977327,-0.912733609,0.920141315
2.1.1,0.872756713,0.81301906,0.981070458,0.012830565,0.615121707,-0.940919836,-0.967684512,-0.964057827,-0.811457439,0.983517664,-0.864573289,0.96173255,-0.92051136,0.789753675,-0.983517664,0.986704663,0.985956183,0.615121707,-0.197391849,-0.940410586,0.725631,-0.215616078,-0.964953969,-0.826548332,-0.913559634,0.911026933,-0.979519065,0.983517664,-0.691904066,-0.98016325,0.432396741,-0.950139289,0.983517664,-0.462024591,-0.857735299,0.988046544,0.81301906,0.930999739,-0.828344004,0.972277841,-0.97477814,-0.393365385,0.872756713,-0.023768225,-0.983517664,0.440018598,0.872756713,0.608571217,-0.812274647,0.968881425,0.968057589,-0.557591739,0.789500163,0.983517664,0.81301906,-0.980853201,0.884435279,-0.983910169,0.557038823,-0.946041348,-0.983518174,-0.947233848,0.986625671,-0.191175053,0.615121707,0.925948716,-0.95342015,0.848776653,-0.870280223,-0.914192168,0.968057589,1,-0.797722099,-0.003444977,0.92709444,0.561713882,0.895634127,0.94211671,-0.553800899,0.983517664,-0.963591438,0.928966616
17.1.1,-0.813012524,-0.664036121,-0.80188932,0.091779026,-0.52632805,0.728629801,0.763893836,0.769270058,0.560767847,-0.804917979,0.837945774,-0.815744067,0.904370537,-0.725455999,0.804917979,-0.790686128,-0.814633579,-0.52632805,0.131968761,0.678363611,-0.507835977,-0.214715379,0.794610473,0.840941723,0.895702458,-0.926942415,0.800892529,-0.804917979,0.47398008,0.809888176,-0.40819984,0.816253262,-0.804917979,0.196640584,0.708865499,-0.778535006,-0.664036121,-0.747595992,0.581056382,-0.826114713,0.808997155,0.139581678,-0.813012524,0.086561561,0.804917979,-0.443490046,-0.813012524,-0.587603089,0.580585173,-0.795183614,-0.804511612,0.563582238,-0.776589731,-0.804917979,-0.664036121,0.823792109,-0.736396604,0.798918865,-0.420573427,0.783677248,0.804917304,0.773836968,-0.810311641,0.036443964,-0.52632805,-0.735051916,0.809613903,-0.739140345,0.876855681,0.849683494,-0.804511612,-0.797722099,1,-0.011944567,-0.795380443,-0.65588849,-0.65378659,-0.845562984,0.207720479,-0.804917979,0.705249289,-0.792331409
8.2.1,0.003805365,-0.060889054,0.079331656,-0.163868278,0.020158048,0.029849256,-0.109191641,0.171729285,-0.064880226,0.079037572,0.073518788,0.041794992,-0.052034423,-0.142138696,-0.079037572,0.053730018,0.053677508,0.020158048,-0.916774165,0.021883677,-0.125982756,-0.590824504,0.19057848,-0.028048411,-0.093699484,0.003556137,-0.110447111,0.079037572,0.00245671,-0.079999664,-0.022291281,-0.063184347,0.079037572,0.253374984,0.289020587,0.066128816,-0.060889054,-0.118433833,-0.429058717,-0.005339531,-0.079047638,-0.398677713,0.003805365,0.423066328,-0.079037572,0.209542144,0.003805365,0.154628366,-0.139898486,0.057194773,0.009092842,-0.752330768,-0.210360299,0.079037572,-0.060889054,-0.065509995,0.011956481,-0.097643385,-0.204297276,-0.092636486,-0.079037213,-0.068536779,0.060722241,0.698206864,0.020158048,-0.006434804,-0.085791631,0.074449189,0.079262165,-0.067846519,0.009092842,-0.003444977,-0.011944567,1,0.007580571,0.113220292,-0.129713134,0.010229406,-0.115743039,0.079037572,-0.118662197,0.088085579
17.3.2,0.934599124,0.668274212,0.932813801,0.06131221,0.69051399,-0.904503558,-0.873148634,-0.911629208,-0.738255975,0.953587973,-0.747622649,0.920354457,-0.940844094,0.795382876,-0.953587973,0.958299815,0.959883219,0.69051399,-0.159183587,-0.83406903,0.773404679,-0.136413907,-0.92976211,-0.775899629,-0.878766493,0.868061157,-0.909646527,0.953587973,-0.477230653,-0.946264159,0.460056609,-0.924094781,0.953587973,-0.624018966,-0.777259269,0.945014754,0.668274212,0.971017563,-0.823506223,0.98563808,-0.947753377,-0.281839173,0.934599124,-0.016334235,-0.953587973,0.516983641,0.934599124,0.831017064,-0.738972278,0.98429305,0.885078422,-0.463713518,0.809741612,0.953587973,0.668274212,-0.946549146,0.89255185,-0.936994074,0.658365015,-0.904679588,-0.953587819,-0.885462319,0.954453251,-0.11435882,0.69051399,0.919183293,-0.951802063,0.958332469,-0.939307642,-0.889475712,0.885078422,0.92709444,-0.795380443,0.007580571,1,0.667084664,0.949812193,0.943667603,-0.348822592,0.953587973,-0.879886307,0.937749463
10.c.1,0.726428996,0.275469196,0.670989606,-0.610491697,0.385801033,-0.729599583,-0.631099122,-0.655879467,-0.655609796,0.673537836,-0.631081164,0.560071501,-0.654854153,0.606917722,-0.673537836,0.649794643,0.661658279,0.385801033,-0.0055749,-0.599598206,0.251552375,-0.075997028,-0.648420438,-0.755688125,-0.668387704,0.738624508,-0.632220458,0.673537836,-0.203159555,-0.688964844,0.260178961,-0.700453409,0.673537836,-0.118773077,-0.584619167,0.62170774,0.275469196,0.579285858,-0.456146417,0.664178922,-0.695265311,-0.563755865,0.726428996,0.353125099,-0.673537836,0.409395899,0.726428996,0.699851824,-0.722934635,0.666763726,0.525954251,-0.522028687,0.476497294,0.673537836,0.275469196,-0.689716315,0.609666183,-0.664848901,0.219158246,-0.62528569,-0.673535054,-0.63617192,0.662869244,0.089224796,0.385801033,0.478299853,-0.752719402,0.830087178,-0.560023088,-0.724498847,0.525954251,0.561713882,-0.65588849,0.113220292,0.667084664,1,0.554319531,0.802850858,-0.320041232,0.673537836,-0.60696254,0.685513523
3.3.3,0.83002232,0.745785415,0.895862287,0.142727909,0.536443413,-0.89099812,-0.816458522,-0.884980312,-0.65460037,0.903807379,-0.62333445,0.849619182,-0.878679302,0.774765828,-0.903807379,0.915517476,0.918663773,0.536443413,-0.074059194,-0.783811337,0.719788582,-0.169390033,-0.909729664,-0.63797626,-0.764408892,0.763585555,-0.860578895,0.903807379,-0.574435118,-0.890471163,0.444904108,-0.870893387,0.903807379,-0.785047594,-0.743504979,0.912636808,0.745785415,0.973726155,-0.799664579,0.943915943,-0.896751006,-0.190019658,0.83002232,-0.134698522,-0.903807379,0.318101347,0.83002232,0.706643217,-0.673914955,0.934220285,0.84344345,-0.316497433,0.700757661,0.903807379,0.745785415,-0.883309976,0.800271927,-0.882891625,0.56529161,-0.831954539,-0.903807826,-0.841704407,0.908047634,-0.145198642,0.536443413,0.932386374,-0.886613373,0.897103179,-0.8855358,-0.786903306,0.84344345,0.895634127,-0.65378659,-0.129713134,0.949812193,0.554319531,1,0.880249917,-0.347909763,0.903807379,-0.824919397,0.852357389
1.4.1,0.919747021,0.698567211,0.97111122,-0.209619316,0.598454415,-0.963454345,-0.935170926,-0.957318282,-0.827791027,0.973396462,-0.864161232,0.917542634,-0.930700848,0.811609536,-0.973396462,0.968064397,0.972702539,0.598454415,-0.118506547,-0.902584872,0.635122146,-0.155618182,-0.95754606,-0.885738965,-0.918796133,0.948262288,-0.949712753,0.973396462,-0.565452383,-0.975956756,0.411898372,-0.958468842,0.973396462,-0.411493232,-0.84889684,0.955356175,0.698567211,0.913141651,-0.772262213,0.970174331,-0.974974088,-0.466165273,0.919747021,0.103861697,-0.973396462,0.472683913,0.919747021,0.731143332,-0.849944393,0.965507377,0.900922186,-0.578852472,0.767488342,0.973396462,0.698567211,-0.977571193,0.876319501,-0.967399839,0.501979256,-0.921752232,-0.97339572,-0.926650039,0.972159829,-0.11382178,0.598454415,0.869432414,-0.983332929,0.949108961,-0.868263411,-0.940292091,0.900922186,0.94211671,-0.845562984,0.010229406,0.943667603,0.802850858,0.880249917,1,-0.487671181,0.973396462,-0.924099846,0.938862567
3.3.2,-0.496820372,-0.356398215,-0.548432651,0.438990864,-0.323862163,0.654598076,0.712504575,0.547754393,0.667935378,-0.559016994,0.60724811,-0.387630156,0.389870595,-0.594202184,0.559016994,-0.525527918,-0.537587716,-0.323862163,0.134079071,0.737600943,-0.2231734,0.344082097,0.538640639,0.613093451,0.544404992,-0.531587688,0.598430963,-0.559016994,0.608024451,0.578678646,-0.365328361,0.619926214,-0.559016994,-0.085648589,0.591258939,-0.588628122,-0.356398215,-0.4105162,0.352619286,-0.452982656,0.584859881,0.772425265,-0.496820372,-0.007115613,0.559016994,-0.331368753,-0.496820372,-0.081360718,0.833638975,-0.473441561,-0.636269459,0.477310383,-0.40001265,-0.559016994,-0.356398215,0.557713953,-0.603711149,0.598131155,-0.183474192,0.632913209,0.559017134,0.656880215,-0.556181312,0.061999347,-0.323862163,-0.270492519,0.552133227,-0.364883935,0.179666508,0.593490458,-0.636269459,-0.553800899,0.207720479,-0.115743039,-0.348822592,-0.320041232,-0.347909763,-0.487671181,1,-0.559016994,0.632005285,-0.514143011
16.3.2,0.920746378,0.763959249,0.986471475,-0.070635092,0.612724107,-0.969087424,-0.974931124,-0.958082296,-0.843272075,1,-0.859483484,0.950357271,-0.940965816,0.823201729,-1,0.996822663,0.998244325,0.612724107,-0.2260907,-0.938699851,0.67962022,-0.235053889,-0.962379013,-0.866759874,-0.938847134,0.930260509,-0.990017227,1,-0.655841166,-0.999163869,0.486759157,-0.97849211,1,-0.45963856,-0.854586569,0.996034242,0.763959249,0.932990361,-0.843670379,0.986104842,-0.997402853,-0.466354777,0.920746378,0.041079297,-1,0.463639546,0.920746378,0.685360535,-0.86555373,0.990333646,0.957977327,-0.611547768,0.768450635,1,0.763959249,-0.997669049,0.897863685,-0.998343653,0.529018415,-0.969909522,-1,-0.969495461,0.99959331,-0.116263965,0.612724107,0.900586735,-0.99091042,0.913962286,-0.880515542,-0.951270151,0.957977327,0.983517664,-0.804917979,0.079037572,0.953587973,0.673537836,0.903807379,0.973396462,-0.559016994,1,-0.967150363,0.966764621
3.3.1,-0.842928436,-0.716843848,-0.954697181,0.085528185,-0.601204281,0.932540055,0.967304891,0.946791522,0.921633829,-0.967150363,0.867219203,-0.950478031,0.831233185,-0.702499086,0.967150363,-0.97259112,-0.954450491,-0.601204281,0.249671273,0.971862632,-0.675331693,0.390060057,0.921082292,0.83637876,0.881041822,-0.86350689,0.970608251,-0.967150363,0.638238288,0.967434664,-0.397132681,0.91589179,-0.967150363,0.347967204,0.851972283,-0.961942769,-0.716843848,-0.846133791,0.835732794,-0.924333385,0.954771366,0.597280908,-0.842928436,-0.207068,0.967150363,-0.451922466,-0.842928436,-0.610087766,0.88367914,-0.945427026,-0.912733609,0.626371691,-0.692559396,-0.967150363,-0.716843848,0.969933568,-0.848486269,0.97339628,-0.508527231,0.940275737,0.967150547,0.934834893,-0.963312906,0.219570742,-0.601204281,-0.852741857,0.949705882,-0.841084961,0.768400754,0.904715035,-0.912733609,-0.963591438,0.705249289,-0.118662197,-0.879886307,-0.60696254,-0.824919397,-0.924099846,0.632005285,-0.967150363,1,-0.937221771
15.2.1,0.951847756,0.68206125,0.914351707,-0.021315589,0.60574189,-0.933412803,-0.930472281,-0.927405777,-0.88248644,0.966764621,-0.87137,0.934742588,-0.90874205,0.822348609,-0.966764621,0.964154773,0.956975173,0.60574189,-0.163475545,-0.918858219,0.630188617,-0.158518367,-0.934047676,-0.903941728,-0.953009191,0.910535166,-0.961311907,0.966764621,-0.586926764,-0.968913955,0.620857825,-0.950248585,0.966764621,-0.422599472,-0.88722678,0.95214027,0.68206125,0.877244395,-0.766566736,0.953331274,-0.965004061,-0.480239707,0.951847756,0.087388208,-0.966764621,0.449199983,0.951847756,0.705523712,-0.866923947,0.969995878,0.920141315,-0.562377732,0.744828129,0.966764621,0.68206125,-0.973796803,0.865605455,-0.962738867,0.531606168,-0.980967318,-0.966764375,-0.963177989,0.963760695,-0.207480103,0.60574189,0.809975879,-0.979039485,0.89940491,-0.890284128,-0.97187478,0.920141315,0.928966616,-0.792331409,0.088085579,0.937749463,0.685513523,0.852357389,0.938862567,-0.514143011,0.966764621,-0.937221771,1